
skenney26;svg;skenney26;Sean Kenney;User;DEVELOPER;true;false;Thu Jul 17 03:12:51 BRT 2008
kjk;web-blog;mov;Jak Ma;User;DEVELOPER;true;true;Fri Jun 03 10:27:25 BRT 2011
kjk;web-blog;lalluviamola;null;User;REPORTER;false;true;Mon Nov 15 19:56:36 BRST 2010
kjk;web-blog;Elcapodor0;null;User;REPORTER;false;true;Sat Jan 29 11:25:46 BRST 2011
kjk;web-blog;nardog;Nardog;User;REPORTER;false;true;Sat Dec 25 16:53:18 BRST 2010
kjk;web-blog;kjk;Krzysztof Kowalczyk;User;DEVELOPER;true;false;Fri Jul 18 05:19:40 BRT 2008

azimux;engines;azimux;Miles Georgi;User;DEVELOPER;true;false;Sat Jul 19 23:49:13 BRT 2008
azimux;engines;lazyatom;James Adam;User;DEVELOPER;true;false;Fri Apr 18 20:04:03 BRT 2008
azimux;engines;tekin;Tekin Suleyman;User;DEVELOPER;true;false;Mon Jun 09 17:39:56 BRT 2008
azimux;engines;snowblink;Jonathan Lim;User;DEVELOPER;true;false;Fri May 16 08:55:01 BRT 2008

balgarath;cgi-ext;balgarath;Ralph Edge;User;DEVELOPER;true;false;Sat Aug 09 14:37:52 BRT 2008


pnasrat;puppet-old;jamtur01;James Turnbull;User;DEVELOPER;true;false;Sun Dec 30 07:57:57 BRST 2007
pnasrat;puppet-old;jes5199;Jesse Wolfe;User;DEVELOPER;true;false;Thu Dec 03 20:46:28 BRST 2009
pnasrat;puppet-old;tmzullinger;Todd Zullinger;User;DEVELOPER;true;false;Sun Aug 23 22:30:35 BRT 2009
pnasrat;puppet-old;MarkusQ;null;User;DEVELOPER;true;false;Wed Sep 09 19:38:54 BRT 2009
pnasrat;puppet-old;duritong;duritong;User;DEVELOPER;true;false;Fri Oct 10 11:15:59 BRT 2008
pnasrat;puppet-old;lak;Luke Kanies;User;DEVELOPER;true;false;Wed Apr 13 12:18:05 BRT 2005
pnasrat;puppet-old;zeha;Christian Hofstaedtler;User;DEVELOPER;true;false;Fri May 15 09:30:14 BRT 2009
pnasrat;puppet-old;masterzen;Brice Figureau;User;DEVELOPER;true;false;Mon Aug 11 10:58:40 BRT 2008
pnasrat;puppet-old;mfournier;Marc Fournier;User;DEVELOPER;true;false;Mon Jun 08 17:54:03 BRT 2009
pnasrat;puppet-old;geeksam;Sam Livingston-Gray;User;DEVELOPER;true;false;Mon Jul 13 19:54:16 BRT 2009
pnasrat;puppet-old;bkearney;Bryan Kearney;User;DEVELOPER;true;false;Mon Oct 27 15:04:25 BRST 2008
pnasrat;puppet-old;johnf;John Ferlito;User;DEVELOPER;true;false;Thu Mar 13 23:58:24 BRT 2008
pnasrat;puppet-old;seanmil;Sean Millichamp;User;DEVELOPER;true;false;Wed Oct 22 16:24:06 BRST 2008
pnasrat;puppet-old;fujin;AJ Christensen;User;DEVELOPER;true;false;Sat Jul 26 01:50:48 BRT 2008
pnasrat;puppet-old;ctrlaltdel;François Deppierraz;User;DEVELOPER;true;false;Thu Apr 10 14:24:06 BRT 2008
pnasrat;puppet-old;plathrop;Paul Lathrop;User;DEVELOPER;true;false;Thu Jan 10 04:13:41 BRST 2008
pnasrat;puppet-old;lutter;David Lutterkort;User;DEVELOPER;true;false;Wed Aug 22 20:41:55 BRT 2007
pnasrat;puppet-old;rick;Rick Bradley;User;DEVELOPER;true;false;Mon Sep 17 18:49:53 BRT 2007
pnasrat;puppet-old;DavidS;David Schmitt;User;DEVELOPER;true;false;Mon Nov 05 18:56:49 BRST 2007
pnasrat;puppet-old;porridge;Marcin Owsiany;User;DEVELOPER;true;false;Sat Oct 06 09:24:01 BRT 2007



sakinijino;douban-collection-explorer;GunioRobot;Gun.io Robot;User;REPORTER;false;true;Fri Oct 28 23:59:12 BRST 2011
sakinijino;douban-collection-explorer;sakinijino;??;User;DEVELOPER;true;false;Fri Jul 18 08:48:34 BRT 2008

gister;gestaltvorlage;gister;Christoph;User;DEVELOPER;true;false;Fri Jul 18 09:58:21 BRT 2008

vroy;chat;vroy;Vincent Roy;User;DEVELOPER;true;false;Fri Jul 18 09:32:54 BRT 2008

soemirno;tomcat-scripts;soemirno;Soemirno Kartosoewito;User;DEVELOPER;true;false;Fri Jul 18 10:17:16 BRT 2008

jonmagic;openhouse;jonmagic;Jonathan Hoyt;User;DEVELOPER;true;false;Thu May 21 17:51:32 BRT 2009

norman;has_image;norman;Norman Clarke;User;DEVELOPER;true;false;Fri Jul 18 10:13:28 BRT 2008
norman;has_image;xymbol;Adrian Mugnolo;User;DEVELOPER;true;false;Thu Dec 18 15:45:17 BRST 2008
norman;has_image;gerrit;Gerrit Kaiser;User;DEVELOPER;true;false;Tue Oct 14 00:39:41 BRT 2008
norman;has_image;dsabanin;Dima Sabanin;User;DEVELOPER;true;false;Thu Oct 09 10:35:38 BRT 2008

andypflueger;exception_logger;ryanb;Ryan Bates;User;DEVELOPER;true;false;Mon May 05 02:25:59 BRT 2008
andypflueger;exception_logger;nicklinnell;Nick Linnell;User;DEVELOPER;true;false;Thu May 01 06:12:28 BRT 2008
andypflueger;exception_logger;defunkt;Chris Wanstrath;User;DEVELOPER;true;false;Sun Jan 13 18:00:59 BRST 2008

ryanwood;shade;ryanwood;Ryan Wood;User;DEVELOPER;true;false;Thu Jul 17 15:06:31 BRT 2008


jystewart;drupal-pledges-module;jystewart;James Stewart;User;DEVELOPER;true;false;Fri Jul 18 11:37:28 BRT 2008

binary011010;ruby-hl7;eedrummer;Andy Gregorowicz;User;DEVELOPER;true;false;Tue Oct 07 14:48:00 BRT 2008
binary011010;ruby-hl7;segfault;Mark Guzman;User;DEVELOPER;true;false;Mon Feb 05 04:54:01 BRST 2007

bladenkerst;masochism;technoweenie;risk danger olson;User;DEVELOPER;true;false;Tue Mar 04 01:28:36 BRT 2008
bladenkerst;masochism;jgubman;Jon Gubman;User;DEVELOPER;true;false;Tue Jul 01 16:40:59 BRT 2008

jcast;bowsr;GunioRobot;Gun.io Robot;User;REPORTER;false;true;Fri Dec 16 11:24:55 BRST 2011
jcast;bowsr;jcast;Jeremie;User;DEVELOPER;true;false;Fri Jul 18 12:05:42 BRT 2008

gmallard;packed-decimal;gmallard;Guy M. Allard;User;DEVELOPER;true;false;Fri Jul 18 11:33:38 BRT 2008

palmic;lbox;palmic;Michal Palma;User;DEVELOPER;true;false;Fri Jul 18 12:13:56 BRT 2008

rmm5t;jquery-timeago;heyou93;null;User;REPORTER;false;true;Fri Oct 16 12:10:54 BRT 2015
rmm5t;jquery-timeago;theonlypwner;Victor;User;REPORTER;false;true;Mon Oct 12 20:20:18 BRT 2015
rmm5t;jquery-timeago;drovetto;null;User;DEVELOPER;true;true;Fri Oct 09 17:44:20 BRT 2015
rmm5t;jquery-timeago;brucethwaits;Bruce Thwaits;User;DEVELOPER;true;true;Thu Oct 08 04:48:06 BRT 2015
rmm5t;jquery-timeago;OmgImAlexis;X O;User;REPORTER;false;true;Sun Oct 04 23:58:41 BRT 2015
rmm5t;jquery-timeago;jakerb;Jake Bown;User;REPORTER;false;true;Thu Sep 24 11:37:40 BRT 2015
rmm5t;jquery-timeago;jpalomar;JR;User;DEVELOPER;true;true;Thu Sep 17 17:29:09 BRT 2015
rmm5t;jquery-timeago;jenkin;Alessio Cimarelli;User;DEVELOPER;true;true;Thu Sep 17 10:19:20 BRT 2015
rmm5t;jquery-timeago;Dineshaws;null;User;REPORTER;false;true;Mon Sep 07 10:50:54 BRT 2015
rmm5t;jquery-timeago;jawish;Jawish Hameed;User;DEVELOPER;true;true;Mon Aug 31 09:46:22 BRT 2015
rmm5t;jquery-timeago;Taapo;null;User;REPORTER;false;true;Sun Aug 30 03:27:50 BRT 2015
rmm5t;jquery-timeago;jslatts;Justin Slattery;User;REPORTER;true;true;Thu Aug 27 16:47:21 BRT 2015
rmm5t;jquery-timeago;Abroum;null;User;DEVELOPER;true;true;Sat Aug 15 22:12:03 BRT 2015
rmm5t;jquery-timeago;bung87;Bung;User;REPORTER;false;true;Mon Aug 10 07:56:13 BRT 2015
rmm5t;jquery-timeago;sanjarbek;null;User;DEVELOPER;true;true;Tue Aug 04 04:58:32 BRT 2015
rmm5t;jquery-timeago;ryush00;SeongHoon Ryu;User;DEVELOPER;true;true;Wed Jul 22 11:39:00 BRT 2015
rmm5t;jquery-timeago;kkirsche;Kevin Kirsche;User;DEVELOPER;true;true;Wed Jun 10 21:54:31 BRT 2015
rmm5t;jquery-timeago;ghost;Deleted user;User;REPORTER;false;true;Tue Jun 25 15:44:57 BRT 2013
rmm5t;jquery-timeago;jasondavis;Jason Davis;User;REPORTER;false;true;Sun May 10 18:43:57 BRT 2015
rmm5t;jquery-timeago;Flitskikker;Martijn van B.;User;DEVELOPER;true;true;Tue May 19 05:38:10 BRT 2015
rmm5t;jquery-timeago;Ayesh;Ayesh Karunaratne;User;DEVELOPER;true;true;Fri May 01 07:47:01 BRT 2015
rmm5t;jquery-timeago;AhnSeongHyun;ash84;User;DEVELOPER;true;true;Mon Apr 06 01:38:27 BRT 2015
rmm5t;jquery-timeago;slavafomin;Slava Fomin;User;REPORTER;false;true;Fri Apr 03 16:29:20 BRT 2015
rmm5t;jquery-timeago;flashios09;Saif Turki;User;REPORTER;false;true;Wed Mar 25 23:51:28 BRT 2015
rmm5t;jquery-timeago;azarbara;mohammad azarbara;User;REPORTER;false;true;Fri Mar 06 07:48:52 BRT 2015
rmm5t;jquery-timeago;doppynl;Daan van den Berg;User;REPORTER;false;true;Sun Mar 01 15:05:42 BRT 2015
rmm5t;jquery-timeago;hxim;null;User;DEVELOPER;true;true;Mon Feb 09 17:01:39 BRST 2015
rmm5t;jquery-timeago;althio;null;User;REPORTER;false;true;Thu Jan 29 13:57:09 BRST 2015
rmm5t;jquery-timeago;Kae2312;Guillaume Bonet;User;REPORTER;false;true;Mon Jan 19 19:11:02 BRST 2015
rmm5t;jquery-timeago;Allan-iam;Allan Ayamah;User;REPORTER;false;true;Fri Jan 16 15:23:38 BRST 2015
rmm5t;jquery-timeago;ironalex;null;User;REPORTER;false;true;Thu Jan 08 20:54:07 BRST 2015
rmm5t;jquery-timeago;domenkozar;Domen Kožar;User;DEVELOPER;true;true;Sat Jan 03 17:26:08 BRST 2015
rmm5t;jquery-timeago;rroyter;null;User;REPORTER;false;true;Tue Dec 23 21:51:28 BRST 2014
rmm5t;jquery-timeago;2ge;Brano;User;REPORTER;false;true;Mon Dec 22 09:34:50 BRST 2014
rmm5t;jquery-timeago;deathg0d;null;User;REPORTER;false;true;Tue Dec 02 14:31:41 BRST 2014
rmm5t;jquery-timeago;rturk;rat;User;DEVELOPER;true;true;Mon Nov 24 20:29:16 BRST 2014
rmm5t;jquery-timeago;tianlu1677;Tianlu;User;REPORTER;false;true;Sat Nov 22 07:21:50 BRST 2014
rmm5t;jquery-timeago;yiwami;null;User;REPORTER;false;true;Fri Nov 21 19:08:48 BRST 2014
rmm5t;jquery-timeago;M1cha;Michael Zimmermann;User;REPORTER;false;true;Wed Oct 29 10:54:09 BRST 2014
rmm5t;jquery-timeago;pier0n;Andrzej Dubiel;User;REPORTER;false;true;Wed Oct 22 11:47:18 BRST 2014
rmm5t;jquery-timeago;publicarray;Sebastian Schmidt;User;REPORTER;false;true;Sat Oct 18 00:30:48 BRT 2014
rmm5t;jquery-timeago;jhass;Jonne Haß;User;REPORTER;false;true;Tue Oct 14 11:16:15 BRT 2014
rmm5t;jquery-timeago;sorrycc;chencheng (??);User;DEVELOPER;true;true;Tue Oct 14 04:06:07 BRT 2014
rmm5t;jquery-timeago;genexp;Brian Corrigan;User;DEVELOPER;true;true;Sat Jan 19 01:26:07 BRST 2013
rmm5t;jquery-timeago;mwean;Matt Wean;User;REPORTER;false;true;Tue Aug 12 20:03:49 BRT 2014
rmm5t;jquery-timeago;dequis;dx;User;REPORTER;false;true;Thu Aug 07 06:13:59 BRT 2014
rmm5t;jquery-timeago;hillai;null;User;DEVELOPER;true;true;Fri Apr 25 08:15:48 BRT 2014
rmm5t;jquery-timeago;devth;Trevor Hartman;User;REPORTER;false;true;Fri Jul 25 11:10:06 BRT 2014
rmm5t;jquery-timeago;brunobg;brunobg;User;REPORTER;false;true;Mon Jul 14 11:16:34 BRT 2014
rmm5t;jquery-timeago;andy0130tw;Andy Pan;User;REPORTER;false;true;Mon Jul 07 10:06:13 BRT 2014
rmm5t;jquery-timeago;ondrakula;null;User;DEVELOPER;true;true;Tue Jun 10 20:46:46 BRT 2014
rmm5t;jquery-timeago;magna25;Henok Hailemariam;User;REPORTER;false;true;Sat Jun 07 19:47:28 BRT 2014
rmm5t;jquery-timeago;borkor;null;User;DEVELOPER;true;true;Thu Jun 05 08:50:12 BRT 2014
rmm5t;jquery-timeago;netsi1964;Sten Hougaard;User;REPORTER;false;true;Fri May 09 02:56:36 BRT 2014
rmm5t;jquery-timeago;moreonion;more onion;User;DEVELOPER;true;true;Wed May 07 06:09:05 BRT 2014
rmm5t;jquery-timeago;cikasfm;Zilvinas Vilutis;User;REPORTER;false;true;Tue May 06 07:46:43 BRT 2014
rmm5t;jquery-timeago;Nyholm;Tobias Nyholm;User;DEVELOPER;true;true;Thu May 01 07:42:08 BRT 2014
rmm5t;jquery-timeago;mitar;Mitar;User;REPORTER;false;true;Mon Apr 21 18:33:05 BRT 2014
rmm5t;jquery-timeago;zfben;Ben;User;DEVELOPER;true;true;Wed Apr 16 14:40:47 BRT 2014
rmm5t;jquery-timeago;bryant1410;Santiago Castro;User;DEVELOPER;true;true;Mon Apr 14 16:55:48 BRT 2014
rmm5t;jquery-timeago;pgolinski;p.golinski;User;REPORTER;false;true;Fri Apr 11 09:44:31 BRT 2014
rmm5t;jquery-timeago;AliceBlitterCopper;null;User;REPORTER;false;true;Wed Apr 02 16:05:55 BRT 2014
rmm5t;jquery-timeago;emzero;emzero;User;REPORTER;false;true;Thu Mar 13 23:24:53 BRT 2014
rmm5t;jquery-timeago;lorcan;Lorcan Coyle;User;REPORTER;false;true;Thu Mar 13 08:10:43 BRT 2014
rmm5t;jquery-timeago;philfreo;Phil Freo;User;REPORTER;false;true;Fri Mar 02 01:28:47 BRT 2012
rmm5t;jquery-timeago;simi;Josef Šimánek;User;DEVELOPER;true;true;Wed Mar 05 10:22:02 BRT 2014
rmm5t;jquery-timeago;dogweather;Robb Shecter;User;REPORTER;false;true;Wed Mar 05 03:11:27 BRT 2014
rmm5t;jquery-timeago;richhildebrand;null;User;REPORTER;false;true;Mon Mar 03 11:07:07 BRT 2014
rmm5t;jquery-timeago;nasht00;Nathan Hazout;User;REPORTER;false;true;Thu Feb 20 05:36:56 BRT 2014
rmm5t;jquery-timeago;vipero07;null;User;REPORTER;false;true;Thu Feb 13 18:24:14 BRST 2014
rmm5t;jquery-timeago;shreyharia;Shreya Haria;User;REPORTER;false;true;Wed Feb 12 07:08:27 BRST 2014
rmm5t;jquery-timeago;tomoto;Tomoto Shimizu Washio;User;REPORTER;false;true;Mon Jan 20 05:43:57 BRST 2014
rmm5t;jquery-timeago;hatpick;Soroush;User;REPORTER;false;true;Thu Jan 16 19:04:58 BRST 2014
rmm5t;jquery-timeago;purdy;Jason Purdy;User;REPORTER;false;true;Wed Jan 15 12:51:40 BRST 2014
rmm5t;jquery-timeago;Manduro;Job;User;REPORTER;false;true;Thu Jan 09 08:14:21 BRST 2014
rmm5t;jquery-timeago;timgluz;Tim O'Sulg;User;REPORTER;false;true;Tue Jan 07 08:34:09 BRST 2014
rmm5t;jquery-timeago;aduane;Andrew Duane;User;REPORTER;false;true;Fri Jan 03 19:29:55 BRST 2014
rmm5t;jquery-timeago;ozzyogkush;Derek Rosenzweig;User;REPORTER;false;true;Thu Dec 26 15:40:48 BRST 2013
rmm5t;jquery-timeago;eguitarz;Dale Ma;User;REPORTER;false;true;Mon Dec 16 12:51:17 BRST 2013
rmm5t;jquery-timeago;oscarotero;Oscar Otero;User;REPORTER;true;true;Sun Dec 01 11:30:08 BRST 2013
rmm5t;jquery-timeago;bryantlikes;null;User;DEVELOPER;true;true;Sat Nov 30 23:22:33 BRST 2013
rmm5t;jquery-timeago;azhang;null;User;REPORTER;false;true;Wed Nov 20 19:31:28 BRST 2013
rmm5t;jquery-timeago;ubershmekel;Yuval Greenfield;User;REPORTER;false;true;Wed Nov 13 15:26:45 BRST 2013
rmm5t;jquery-timeago;PedroNorte;null;User;DEVELOPER;true;true;Wed Oct 30 10:02:35 BRST 2013
rmm5t;jquery-timeago;tinggalklik;Sakdurunge Caraka;User;DEVELOPER;true;true;Sun Oct 20 16:37:12 BRST 2013
rmm5t;jquery-timeago;judowalker;null;User;REPORTER;false;true;Fri Oct 11 14:23:16 BRT 2013
rmm5t;jquery-timeago;fr0zen;Alan Leal;User;DEVELOPER;true;true;Fri Oct 04 14:29:21 BRT 2013
rmm5t;jquery-timeago;BeenaShetty;null;User;DEVELOPER;true;true;Mon Oct 07 04:11:48 BRT 2013
rmm5t;jquery-timeago;logicminds;Corey Osman;User;REPORTER;false;true;Thu Oct 03 14:42:57 BRT 2013
rmm5t;jquery-timeago;jonoskar;Jón Óskar Erlendsson;User;DEVELOPER;true;true;Fri Sep 27 18:09:36 BRT 2013
rmm5t;jquery-timeago;cord;Cord;User;REPORTER;false;true;Thu Aug 08 07:19:20 BRT 2013
rmm5t;jquery-timeago;nebkam;Nebojša Kamber;User;DEVELOPER;true;true;Tue Jul 09 12:14:21 BRT 2013
rmm5t;jquery-timeago;titos1;null;User;REPORTER;false;true;Thu Jun 27 19:11:52 BRT 2013
rmm5t;jquery-timeago;oree;Eero Raun;User;DEVELOPER;true;true;Thu Jun 13 10:41:30 BRT 2013
rmm5t;jquery-timeago;gokercebeci;goker;User;REPORTER;false;true;Wed Jun 26 00:12:30 BRT 2013
rmm5t;jquery-timeago;hemendra619;Hemendra Kumar;User;REPORTER;false;true;Fri Jun 21 10:06:58 BRT 2013
rmm5t;jquery-timeago;alebedev;Alex Lebedev;User;REPORTER;false;true;Thu Jun 13 13:31:03 BRT 2013
rmm5t;jquery-timeago;borski;Michael Borohovski;User;DEVELOPER;true;true;Wed Jun 12 16:46:49 BRT 2013
rmm5t;jquery-timeago;DvdGiessen;Daniël van de Giessen;User;DEVELOPER;true;true;Wed Jun 12 07:25:52 BRT 2013
rmm5t;jquery-timeago;tachiba;Takashi CHIBA;User;REPORTER;false;true;Mon May 27 03:53:34 BRT 2013
rmm5t;jquery-timeago;shish;Shish;User;DEVELOPER;true;true;Wed Oct 27 10:29:24 BRST 2010
rmm5t;jquery-timeago;forabi;Muhammad Fawwaz Orabi;User;DEVELOPER;true;true;Sat May 04 23:17:27 BRT 2013
rmm5t;jquery-timeago;igloro;Roman;User;DEVELOPER;true;true;Tue Apr 30 10:25:54 BRT 2013
rmm5t;jquery-timeago;tjsail33;Tim Costa;User;REPORTER;false;true;Tue Apr 23 11:42:16 BRT 2013
rmm5t;jquery-timeago;robzlabz;Robbyn Rahmandaru;User;REPORTER;false;true;Tue Apr 16 05:52:34 BRT 2013
rmm5t;jquery-timeago;Stylaa;Philipp;User;DEVELOPER;true;true;Sun Mar 31 18:10:53 BRT 2013
rmm5t;jquery-timeago;mclion;Marko McLion;User;DEVELOPER;true;true;Sat Mar 30 22:59:32 BRT 2013
rmm5t;jquery-timeago;mweibel;Michael Weibel;User;REPORTER;false;true;Thu Mar 28 10:22:45 BRT 2013
rmm5t;jquery-timeago;jacaetevha;Jason Rogers;User;REPORTER;false;true;Mon Mar 25 11:34:52 BRT 2013
rmm5t;jquery-timeago;neutralino1;Emmanuel Turlay;User;REPORTER;false;true;Thu Mar 21 14:45:22 BRT 2013
rmm5t;jquery-timeago;kiafaldorius;Kia Kroas;User;REPORTER;false;true;Wed Mar 20 00:56:03 BRT 2013
rmm5t;jquery-timeago;typpo;Ian Webster;User;REPORTER;false;true;Sun Mar 10 04:52:29 BRT 2013
rmm5t;jquery-timeago;znz;Kazuhiro NISHIYAMA;User;DEVELOPER;true;true;Fri Mar 08 03:14:37 BRT 2013
rmm5t;jquery-timeago;davidsalazar;David Salazar;User;REPORTER;false;true;Thu Mar 07 02:07:11 BRT 2013
rmm5t;jquery-timeago;1st8;Christoph Geschwind;User;DEVELOPER;true;true;Wed Mar 06 09:27:36 BRT 2013
rmm5t;jquery-timeago;switzer;Scott Switzer;User;REPORTER;false;true;Mon Feb 25 20:21:16 BRT 2013
rmm5t;jquery-timeago;mcandre;Andrew Pennebaker;User;REPORTER;false;true;Tue Feb 19 13:57:24 BRT 2013
rmm5t;jquery-timeago;iCross;null;User;DEVELOPER;true;true;Tue Feb 05 14:10:00 BRST 2013
rmm5t;jquery-timeago;pavolzbell;Pavol Zbell;User;DEVELOPER;true;true;Fri Feb 01 12:06:54 BRST 2013
rmm5t;jquery-timeago;smizell;Stephen Mizell;User;REPORTER;false;true;Thu Jan 24 17:03:33 BRST 2013
rmm5t;jquery-timeago;dgageot;David Gageot;User;DEVELOPER;true;true;Wed Jan 23 07:07:12 BRST 2013
rmm5t;jquery-timeago;eugenioclrc;Eugenio;User;REPORTER;false;true;Sun Jan 13 13:05:58 BRST 2013
rmm5t;jquery-timeago;aditSheth;Adit Sheth;User;REPORTER;false;true;Wed Jan 02 09:46:01 BRST 2013
rmm5t;jquery-timeago;fractious;James Bebbington;User;DEVELOPER;true;true;Thu Dec 27 13:37:26 BRST 2012
rmm5t;jquery-timeago;dillongrove;null;User;REPORTER;false;true;Thu Dec 27 01:38:20 BRST 2012
rmm5t;jquery-timeago;suigintou;Suigintou;User;REPORTER;false;true;Sat Dec 22 14:23:17 BRST 2012
rmm5t;jquery-timeago;juno;Junya Ogura;User;DEVELOPER;true;true;Sat Dec 15 03:23:16 BRST 2012
rmm5t;jquery-timeago;thawatchai;Thawatchai Piyawat;User;DEVELOPER;true;true;Tue Nov 27 10:23:28 BRST 2012
rmm5t;jquery-timeago;mitemitreski;Mite Mitreski;User;DEVELOPER;true;true;Tue Nov 20 22:25:53 BRST 2012
rmm5t;jquery-timeago;scotthovestadt;null;User;REPORTER;false;true;Thu Nov 15 17:06:13 BRST 2012
rmm5t;jquery-timeago;mhyassin;Mohammed Hisham;User;REPORTER;false;true;Thu Nov 08 13:28:17 BRST 2012
rmm5t;jquery-timeago;Soviut;null;User;REPORTER;false;true;Tue Oct 23 00:54:54 BRST 2012
rmm5t;jquery-timeago;michalp24;Michal Pechardo;User;REPORTER;false;true;Mon Oct 22 18:56:41 BRST 2012
rmm5t;jquery-timeago;krues8dr;Bill Hunt;User;REPORTER;false;true;Thu Oct 18 11:29:50 BRT 2012
rmm5t;jquery-timeago;tangphillip;Phillip Tang;User;REPORTER;false;true;Thu Oct 11 01:15:48 BRT 2012
rmm5t;jquery-timeago;caarlos0;Carlos Alexandro Becker;User;REPORTER;false;true;Fri Sep 21 10:41:26 BRT 2012
rmm5t;jquery-timeago;dshafer;Drew Shafer;User;REPORTER;false;true;Fri Sep 07 18:27:09 BRT 2012
rmm5t;jquery-timeago;joakimfischer;Joakim Fischer;User;REPORTER;false;true;Sat Sep 01 05:29:30 BRT 2012
rmm5t;jquery-timeago;eFrane;Stefan Graupner;User;REPORTER;false;true;Mon Aug 13 16:58:02 BRT 2012
rmm5t;jquery-timeago;AlexGx;Alexander Gubarev;User;DEVELOPER;true;true;Fri Aug 10 04:56:44 BRT 2012
rmm5t;jquery-timeago;pantuza;Gustavo Pantuza Coelho Pinto ;User;DEVELOPER;true;true;Thu Jul 12 21:13:51 BRT 2012
rmm5t;jquery-timeago;GHANONTEST;null;User;REPORTER;false;true;Fri Jun 29 14:31:02 BRT 2012
rmm5t;jquery-timeago;arnaud-lb;Arnaud Le Blanc;User;DEVELOPER;true;true;Thu Jun 28 18:16:31 BRT 2012
rmm5t;jquery-timeago;abourguignon;Antonin Bourguignon;User;REPORTER;false;true;Mon Jun 25 12:53:19 BRT 2012
rmm5t;jquery-timeago;webhat;Daniel W. Crompton;User;DEVELOPER;true;true;Wed Jun 13 07:28:27 BRT 2012
rmm5t;jquery-timeago;maletor;Ellis Berner;User;REPORTER;true;true;Fri Jun 08 02:01:04 BRT 2012
rmm5t;jquery-timeago;jookyboi;Rui Jiang;User;REPORTER;false;true;Fri May 25 14:33:59 BRT 2012
rmm5t;jquery-timeago;bluetidepro;Zach Reed;User;REPORTER;false;true;Wed May 16 12:17:31 BRT 2012
rmm5t;jquery-timeago;joeytheman;null;User;REPORTER;false;true;Mon May 14 07:07:05 BRT 2012
rmm5t;jquery-timeago;cannehag;Jonas Cannehag;User;REPORTER;false;true;Thu May 10 17:29:49 BRT 2012
rmm5t;jquery-timeago;jgraichen;Jan Graichen;User;DEVELOPER;true;true;Thu May 10 05:58:27 BRT 2012
rmm5t;jquery-timeago;anathematic;Thomas;User;DEVELOPER;true;true;Wed May 09 20:57:34 BRT 2012
rmm5t;jquery-timeago;Thinkscape;Artur Bodera;User;REPORTER;false;true;Tue May 08 15:56:05 BRT 2012
rmm5t;jquery-timeago;bnu;bnu;User;REPORTER;false;true;Sun May 06 14:45:01 BRT 2012
rmm5t;jquery-timeago;umerkulovb;Bob Umerkulov;User;DEVELOPER;true;true;Thu Apr 26 13:53:45 BRT 2012
rmm5t;jquery-timeago;johnste;John Sterling;User;REPORTER;false;true;Sat Apr 21 20:35:20 BRT 2012
rmm5t;jquery-timeago;EmilStenstrom;Emil Stenström;User;REPORTER;false;true;Tue Apr 17 11:18:41 BRT 2012
rmm5t;jquery-timeago;ricick;Phil Douglas;User;DEVELOPER;true;true;Wed Apr 11 00:48:47 BRT 2012
rmm5t;jquery-timeago;tuomassalo;Tuomas Salo;User;REPORTER;false;true;Tue Apr 10 10:26:38 BRT 2012
rmm5t;jquery-timeago;kurtzarefoss;null;User;REPORTER;false;true;Fri Apr 06 09:29:01 BRT 2012
rmm5t;jquery-timeago;nh2;Niklas Hambüchen;User;REPORTER;false;true;Thu Apr 05 08:54:46 BRT 2012
rmm5t;jquery-timeago;tchalvak;Roy R.;User;REPORTER;false;true;Wed Mar 21 17:16:04 BRT 2012
rmm5t;jquery-timeago;Krule;Armin Pašali?;User;DEVELOPER;true;true;Mon Mar 12 15:49:39 BRT 2012
rmm5t;jquery-timeago;MPV;Victor;User;REPORTER;false;true;Sat Mar 10 14:59:28 BRT 2012
rmm5t;jquery-timeago;blmstr;Joel Larsson;User;REPORTER;false;true;Mon Mar 05 12:17:23 BRT 2012
rmm5t;jquery-timeago;denis-sokolov;Denis Sokolov;User;DEVELOPER;true;true;Mon Feb 27 10:56:47 BRT 2012
rmm5t;jquery-timeago;xiam;José Carlos;User;REPORTER;false;true;Sat Mar 03 14:00:20 BRT 2012
rmm5t;jquery-timeago;digitalex;Alexander Mossin;User;DEVELOPER;true;true;Tue Feb 21 05:41:45 BRST 2012
rmm5t;jquery-timeago;eloyesp;Eloy Espinaco;User;REPORTER;false;true;Thu Feb 16 17:07:32 BRST 2012
rmm5t;jquery-timeago;arpitHub;Arpit Rawat;User;REPORTER;false;true;Wed Feb 15 07:56:50 BRST 2012
rmm5t;jquery-timeago;lkuszaj;Luke Kuszaj;User;REPORTER;false;true;Thu Jan 26 13:34:06 BRST 2012
rmm5t;jquery-timeago;Aldream;Benjamin (Bill) Planche;User;REPORTER;false;true;Sun Jan 15 12:21:24 BRST 2012
rmm5t;jquery-timeago;JonSidnell;null;User;REPORTER;false;true;Mon Jan 09 13:01:36 BRST 2012
rmm5t;jquery-timeago;bencolon;Ben Colon;User;REPORTER;false;true;Wed Jan 04 07:49:30 BRST 2012
rmm5t;jquery-timeago;cameron314;Cameron;User;REPORTER;false;true;Sat Dec 31 03:48:17 BRST 2011
rmm5t;jquery-timeago;gordyr;null;User;REPORTER;false;true;Fri Dec 09 15:35:54 BRST 2011
